team,season,sos_sp,n_rated_opponents
Louisiana Tech,2014,-0.075,12
Louisville,2014,6.2545,11
Maine,2014,4.9,1
Marshall,2014,-9.6083,12
Maryland,2014,8.1545,11
Massachusetts,2014,-6.6917,12
McNeese,2014,13.1,1
Memphis,2014,-3.6909,11
Miami,2014,9.9364,11
Miami (OH),2014,-3.4,11
Michigan,2014,5.5,12
Michigan State,2014,3.7182,11
Middle Tennessee,2014,-3.1455,11
Minnesota,2014,6.6818,11
Mississippi State,2014,10.0909,11
Missouri,2014,12.775,12
Missouri State,2014,8.6,1
Montana,2014,-14.0,1
Montana State,2014,-0.3,1
Morgan State,2014,-25.9,1
Murray State,2014,8.1,2
NC State,2014,3.9,11
Navy,2014,-1.4636,11
Nebraska,2014,4.4818,11
Nevada,2014,-1.7455,11
New Hampshire,2014,2.3,1
New Mexico,2014,-3.5,12
New Mexico State,2014,-7.2273,11
Nicholls,2014,0.4667,3
Norfolk State,2014,-7.7,1
North Carolina,2014,9.5,11
North Carolina Central,2014,8.5,1
North Dakota,2014,-11.5,1
North Dakota State,2014,-7.9,1
North Texas,2014,-7.0273,11
Northern Arizona,2014,1.0,1
Northern Colorado,2014,-17.6,1
Northern Illinois,2014,-7.4667,12
Northern Iowa,2014,-4.1,2
Northwestern,2014,6.2455,11
Northwestern State,2014,11.1,2
Notre Dame,2014,8.2667,12
Ohio,2014,-5.0455,11
Ohio State,2014,6.1462,13
Oklahoma,2014,5.95,12
Oklahoma State,2014,10.2182,11
Old Dominion,2014,-5.4545,11
Ole Miss,2014,14.7182,11
Oregon,2014,6.4083,12
Oregon State,2014,6.5455,11
Penn State,2014,3.1167,12
Pittsburgh,2014,2.5364,11
Portland State,2014,0.75,2
Presbyterian,2014,9.4,3
Purdue,2014,7.2818,11
Rhode Island,2014,16.8,1
Rice,2014,-4.6167,12
Richmond,2014,4.0,1
Rutgers,2014,8.6727,11
SE Louisiana,2014,-15.0,1
SMU,2014,4.0333,12
Sacramento State,2014,-0.6,1
Sam Houston,2014,21.5,1
Samford,2014,23.75,2
San Diego State,2014,-7.0273,11
San José State,2014,-1.3545,11
Savannah State,2014,-0.3,3
South Alabama,2014,-3.5833,12
South Carolina,2014,13.2182,11
South Carolina State,2014,18.1,1
South Dakota,2014,24.7,1
South Dakota State,2014,19.3,1
South Florida,2014,1.4182,11
Southeast Missouri State,2014,-9.8,1
Southern,2014,2.2,1
Southern Illinois,2014,-6.2,1
Southern Miss,2014,2.0455,11
Southern Utah,2014,-7.1,2
Stanford,2014,7.6727,11
Stephen F. Austin,2014,16.3,1
Stony Brook,2014,-14.1,1
Syracuse,2014,9.2,11
TCU,2014,5.2909,11
Temple,2014,-0.4091,11
Tennessee,2014,14.8909,11
Texas,2014,8.7833,12
Texas A&M,2014,12.5,11
Texas State,2014,-8.2091,11
Texas Tech,2014,8.2909,11
The Citadel,2014,28.5,1
Toledo,2014,-5.4636,11
Towson,2014,8.4,1
Troy,2014,-5.0818,11
Tulane,2014,1.2909,11
Tulsa,2014,-1.8,12
UAB,2014,-2.6909,11
UC Davis,2014,12.95,2
UCF,2014,-2.7273,11
UCLA,2014,9.4917,12
UConn,2014,-1.9182,11
UL Monroe,2014,-2.6917,12
UNLV,2014,-2.2917,12
USC,2014,6.1417,12
UT Martin,2014,14.4,2
UTEP,2014,-6.2167,12
UTSA,2014,-5.3917,12
Utah,2014,9.0727,11
Utah State,2014,-3.675,12
VMI,2014,-1.0,2
Vanderbilt,2014,9.6091,11
Villanova,2014,-2.1,1
Virginia,2014,10.3364,11
Virginia Tech,2014,7.3455,11
Wagner,2014,-16.2,1
Wake Forest,2014,6.2182,11
Washington,2014,3.6167,12
Washington State,2014,8.6091,11
Weber State,2014,13.5,1
West Virginia,2014,11.5909,11
Western Carolina,2014,11.25,2
Western Illinois,2014,11.15,2
Western Kentucky,2014,-4.5667,12
Western Michigan,2014,-7.9636,11
William & Mary,2014,7.8,1
Wisconsin,2014,4.725,12
Wofford,2014,11.2,1
Wyoming,2014,0.9727,11
Yale,2014,-16.9,1
Youngstown State,2014,0.4,1
Abilene Christian,2015,-12.6,1
Air Force,2015,-2.7167,12
Akron,2015,-3.1182,11
Alabama,2015,12.9667,12
Alabama A&M,2015,5.3,1
Alcorn State,2015,9.0,1
App State,2015,-5.2545,11
Arizona,2015,4.9455,11
Arizona State,2015,8.5818,11
Arkansas,2015,12.2818,11
Arkansas State,2015,-4.4909,11
Army,2015,-3.77,10
Auburn,2015,12.4636,11
Austin Peay,2015,-0.1,2
BYU,2015,4.1727,11
Ball State,2015,-0.5455,11
Baylor,2015,1.9636,11
Bethune-Cookman,2015,11.0,1
Boise State,2015,-3.4091,11
Boston College,2015,9.79,10
Bowling Green,2015,-1.4077,13
Bucknell,2015,-21.7,1
Buffalo,2015,-3.4818,11
Cal Poly,2015,10.2,1
California,2015,10.0727,11
Central Arkansas,2015,9.9,1
Central Michigan,2015,-2.2636,11
Charleston Southern,2015,11.0,2
Charlotte,2015,-6.7455,11
Chattanooga,2015,23.2,1
Cincinnati,2015,-0.0727,11
Clemson,2015,9.6667,12
Colgate,2015,12.1,1
Colorado,2015,5.7333,12
Colorado State,2015,-3.9455,11
Delaware,2015,20.0,1
Delaware State,2015,-11.9,1
Duke,2015,2.6,11
East Carolina,2015,1.1909,11
Eastern Illinois,2015,0.2,1
Eastern Kentucky,2015,4.65,2
Eastern Michigan,2015,-5.35,12
Eastern Washington,2015,15.9,1
Elon,2015,-4.5,1
Florida,2015,8.5538,13
Florida A&M,2015,3.6,1
Florida Atlantic,2015,-5.9583,12
Florida International,2015,-6.5818,11
Florida State,2015,5.9091,11
Fordham,2015,-21.7,1
Fresno State,2015,1.4273,11
Furman,2015,-2.05,2
Gardner-Webb,2015,-10.4,1
Georgia,2015,7.5818,11
Georgia Southern,2015,-3.8727,11
Georgia State,2015,-5.8364,11
Georgia Tech,2015,11.8818,11
Grambling,2015,12.1,1
Hawai'i,2015,0.1083,12
Houston,2015,-2.8583,12
Howard,2015,6.3,2
Idaho,2015,-1.7818,11
Idaho State,2015,-2.2,2
Illinois,2015,7.3364,11
Illinois State,2015,9.3,1
Incarnate Word,2015,-19.5,1
Indiana,2015,5.0909,11
Indiana State,2015,-7.4,1
Iowa,2015,2.5,12
Iowa State,2015,8.2273,11
Jackson State,2015,-4.6,1
Jacksonville State,2015,14.6,1
James Madison,2015,-17.5,1
Kansas,2015,8.4,11
Kansas State,2015,5.5636,11
Kent State,2015,-0.7455,11
Kentucky,2015,6.3091,11
LSU,2015,11.2182,11
Lamar,2015,19.5,1
Liberty,2015,3.1,2
Louisiana,2015,-5.2091,11
Louisiana Tech,2015,-6.8364,11
Louisville,2015,7.8273,11
Maine,2015,-4.65,2
Marshall,2015,-9.1,11
Maryland,2015,10.4364,11
Massachusetts,2015,-4.0583,12
Memphis,2015,0.5818,11
Miami,2015,10.0091,11
Miami (OH),2015,-1.5909,11
Michigan,2015,3.9,12
Michigan State,2015,6.5077,13
Middle Tennessee,2015,-3.4636,11
Minnesota,2015,7.275,12
Mississippi State,2015,11.7636,11
Mississippi Valley State,2015,-8.7,1
Missouri,2015,8.0727,11
Missouri State,2015,4.25,2
Monmouth,2015,-3.1,1
Morgan State,2015,4.7,1
Murray State,2015,2.0,2
NC State,2015,5.0818,11
Navy,2015,-2.1455,11
Nebraska,2015,3.6833,12
Nevada,2015,-5.3273,11
New Hampshire,2015,-4.5,1
New Mexico,2015,-4.0545,11
New Mexico State,2015,-3.5667,12
Nicholls,2015,-9.35,2
Norfolk State,2015,-7.1333,3
North Carolina,2015,7.5,11
North Carolina A&T,2015,20.0,1
North Carolina Central,2015,-6.6,2
North Dakota,2015,-16.7,1
North Texas,2015,-1.9182,11
Northern Arizona,2015,4.7,1
Northern Illinois,2015,-2.0417,12
Northern Iowa,2015,-0.3,1
Northwestern,2015,7.3273,11
Northwestern State,2015,4.0,2
Notre Dame,2015,8.1333,12
Ohio,2015,-3.7364,11
Ohio State,2015,3.7667,12
Oklahoma,2015,5.0583,12
Oklahoma State,2015,3.8636,11
Old Dominion,2015,-6.5273,11
Ole Miss,2015,9.1545,11
Oregon,2015,7.4182,11
Oregon State,2015,10.0182,11
Penn State,2015,3.2,12
Pittsburgh,2015,8.7636,11
Portland State,2015,-10.4,2
Prairie View A&M,2015,-15.5,1
Presbyterian,2015,-17.6,2
Purdue,2015,7.7182,11
Rhode Island,2015,-3.9,1
Rice,2015,-6.5182,11
Richmond,2015,-1.6,1
Rutgers,2015,5.6636,11
SE Louisiana,2015,-0.5,1
SMU,2015,2.4,11
Sacramento State,2015,9.7,1
Sam Houston,2015,4.5,1
Samford,2015,13.2,1
San Diego,2015,8.0,1
San Diego State,2015,-4.6083,12
San José State,2015,-2.1091,11
Savannah State,2015,-0.15,2
South Alabama,2015,-0.3727,11
South Carolina,2015,10.3545,11
South Dakota,2015,2.6,1
South Dakota State,2015,-21.3,1
South Florida,2015,0.8455,11
Southeast Missouri State,2015,3.4,1
Southern,2015,12.55,2
Southern Illinois,2015,0.4,1
Southern Miss,2015,-6.6667,12
Southern Utah,2015,-0.1,1
Stanford,2015,7.0615,13
Stephen F. Austin,2015,19.0,1
Syracuse,2015,9.3545,11
TCU,2015,4.0727,11
Temple,2015,-2.1692,13
Tennessee,2015,8.0818,11
Tennessee Tech,2015,6.2,1
Texas,2015,7.45,12
Texas A&M,2015,10.3636,11
Texas State,2015,-2.8273,11
Texas Tech,2015,6.2182,11
The Citadel,2015,5.35,2
Toledo,2015,-2.6182,11
Towson,2015,-0.5,1
Troy,2015,-1.3364,11
Tulane,2015,-2.2545,11
Tulsa,2015,-2.2,12
UAlbany,2015,-10.3,1
UC Davis,2015,-11.7,2
UCF,2015,0.1273,11
UCLA,2015,5.1333,12
UConn,2015,-0.5818,11
UL Monroe,2015,-1.975,12
UNLV,2015,0.0455,11
USC,2015,10.3462,13
UT Martin,2015,23.1,2
UTEP,2015,-7.6091,11
UTSA,2015,-6.0667,12
Utah,2015,6.7417,12
Utah State,2015,0.8455,11
VMI,2015,-15.5,1
Vanderbilt,2015,10.0091,11
Villanova,2015,-6.3,1
Virginia,2015,11.6364,11
Virginia Tech,2015,8.3455,11
Wagner,2015,-2.95,2
Wake Forest,2015,8.6636,11
Washington,2015,9.0273,11
Washington State,2015,4.8273,11
Weber State,2015,-10.1,1
West Virginia,2015,6.0,11
Western Carolina,2015,16.8,2
Western Illinois,2015,2.7,1
Western Kentucky,2015,-5.1692,13
Western Michigan,2015,1.3091,11
William & Mary,2015,1.4,1
Wisconsin,2015,0.375,12
Wofford,2015,5.9,2
Wyoming,2015,-1.3364,11
Youngstown State,2015,11.1,1
Abilene Christian,2016,4.4,1
Air Force,2016,-5.4455,11
Akron,2016,-1.4727,11
Alabama,2016,11.2083,12
Alabama A&M,2016,6.7,2
Alabama State,2016,-11.2,1
Alcorn State,2016,7.9,1
App State,2016,-5.6333,12
Arizona,2016,8.1364,11
Arizona State,2016,7.2091,11
Arkansas,2016,9.5545,11
Arkansas State,2016,-6.7091,11
Army,2016,-3.06,10
Auburn,2016,9.9091,11
Austin Peay,2016,-0.75,2
BYU,2016,3.6455,11
Ball State,2016,-4.0909,11
Baylor,2016,4.0727,11
Bethune-Cookman,2016,-14.6,1
Boise State,2016,-4.025,12
Boston College,2016,5.3636,11
Bowling Green,2016,-1.3364,11
Buffalo,2016,-4.9818,11
Cal Poly,2016,-13.0,1
California,2016,8.6083,12
Central Arkansas,2016,-1.2,1
Central Michigan,2016,-1.4273,11
Charleston Southern,2016,24.0,1
Charlotte,2016,-4.4364,11
Chattanooga,2016,31.7,1
Cincinnati,2016,1.3636,11
Clemson,2016,8.325,12
Colgate,2016,-2.7,1
Colorado,2016,9.3417,12
Colorado State,2016,-1.1455,11
Delaware,2016,-0.6,1
Delaware State,2016,-1.0,1
Duke,2016,8.8909,11
East Carolina,2016,2.5727,11
Eastern Illinois,2016,-6.1,1
Eastern Kentucky,2016,-9.0,2
Eastern Michigan,2016,-3.2091,11
Eastern Washington,2016,6.2,1
Elon,2016,-20.9,1
Florida,2016,6.3167,12
Florida A&M,2016,18.6,1
Florida Atlantic,2016,-4.7727,11
Florida International,2016,-5.1083,12
Florida State,2016,11.6545,11
Fordham,2016,6.8,1
Fresno State,2016,-0.8,11
Furman,2016,7.4,1
Gardner-Webb,2016,-2.1,1
Georgia,2016,5.9636,11
Georgia Southern,2016,-2.5364,11
Georgia State,2016,-4.1909,11
Georgia Tech,2016,7.9545,11
Grambling,2016,-4.5,1
Hampton,2016,-0.7,1
Hawai'i,2016,-2.3833,12
Houston,2016,0.2364,11
Houston Christian,2016,-0.3,2
Howard,2016,-7.75,2
Idaho,2016,-5.9364,11
Idaho State,2016,0.85,2
Illinois,2016,7.7727,11
Illinois State,2016,2.9,1
Incarnate Word,2016,-25.5,1
Indiana,2016,2.775,12
Indiana State,2016,12.6,1
Iowa,2016,4.3,11
Iowa State,2016,7.2182,11
Jackson State,2016,-14.3,1
Jacksonville State,2016,25.3,1
James Madison,2016,15.9,1
Kansas,2016,9.5364,11
Kansas State,2016,7.0455,11
Kent State,2016,1.45,10
Kentucky,2016,7.1182,11
LSU,2016,11.59,10
Lafayette,2016,-9.9,1
Lamar,2016,10.1,1
Liberty,2016,2.2,2
Louisiana,2016,-6.5182,11
Louisiana Tech,2016,-4.275,12
Louisville,2016,2.0417,12
Maine,2016,0.35,2
Marshall,2016,-2.2364,11
Maryland,2016,4.8727,11
Massachusetts,2016,-1.5455,11
McNeese,2016,-8.7,1
Memphis,2016,0.6273,11
Mercer,2016,7.8,1
Miami,2016,8.1455,11
Miami (OH),2016,-4.0182,11
Michigan,2016,4.3,12
Michigan State,2016,8.2636,11
Middle Tennessee,2016,-7.5182,11
Minnesota,2016,1.9636,11
Mississippi State,2016,7.3909,11
Mississippi Valley State,2016,-8.2,1
Missouri,2016,6.1455,11
Missouri State,2016,8.2,1
Monmouth,2016,-12.0,1
Montana State,2016,-8.6,1
Morgan State,2016,-11.3,2
Murray State,2016,-6.7,1
NC State,2016,10.1091,11
Navy,2016,0.925,12
Nebraska,2016,2.7417,12
Nevada,2016,-6.7273,11
New Hampshire,2016,11.4,1
New Mexico,2016,-7.7,11
New Mexico State,2016,-4.9,12
Nicholls,2016,-0.05,2
North Carolina,2016,8.41,10
North Carolina A&T,2016,-2.3,2
North Carolina Central,2016,4.35,2
North Dakota,2016,-6.6,1
North Dakota State,2016,10.3,1
North Texas,2016,-4.0364,11
Northern Arizona,2016,-3.0,1
Northern Colorado,2016,0.8,1
Northern Illinois,2016,-1.8727,11
Northern Iowa,2016,0.7,1
Northwestern,2016,6.7909,11
Northwestern State,2016,11.3,1
Notre Dame,2016,6.6333,12
Ohio,2016,-5.3917,12
Ohio State,2016,8.0083,12
Oklahoma,2016,5.7083,12
Oklahoma State,2016,6.7273,11
Old Dominion,2016,-6.7727,11
Ole Miss,2016,12.1364,11
Oregon,2016,8.3091,11
Oregon State,2016,9.4273,11
Penn State,2016,6.4846,13
Pittsburgh,2016,9.0545,11
Portland State,2016,6.55,2
Prairie View A&M,2016,-2.25,2
Presbyterian,2016,-7.75,2
Purdue,2016,4.7182,11
Rhode Island,2016,-15.9,1
Rice,2016,-3.6182,11
Richmond,2016,-3.8,1
Rutgers,2016,10.4545,11
SE Louisiana,2016,16.4,1
SMU,2016,3.4364,11
Sacramento State,2016,-16.9,1
Samford,2016,5.4,1
San Diego State,2016,-7.8917,12
San José State,2016,-1.1909,11
Savannah State,2016,-1.6,2
South Alabama,2016,-5.51,10
South Carolina,2016,5.2727,11
South Carolina State,2016,9.8667,3
South Dakota,2016,-5.1,1
South Dakota State,2016,11.0,1
South Florida,2016,0.7364,11
Southeast Missouri State,2016,7.7,1
Southern,2016,-17.95,2
Southern Illinois,2016,-14.1,1
Southern Miss,2016,-5.9818,11
Southern Utah,2016,9.45,2
Stanford,2016,6.5583,12
Stephen F. Austin,2016,3.7,1
Stony Brook,2016,11.9,1
Syracuse,2016,11.3636,11
TCU,2016,6.3182,11
Temple,2016,-3.275,12
Tennessee,2016,7.4455,11
Tennessee State,2016,-1.2,1
Tennessee Tech,2016,16.3,1
Texas,2016,6.2333,12
Texas A&M,2016,8.2727,11
Texas State,2016,-3.9,11
Texas Tech,2016,7.2545,11
The Citadel,2016,15.9,1
Toledo,2016,-3.3273,11
Towson,2016,9.8,1
Troy,2016,-4.9636,11
Tulane,2016,-0.4818,11
Tulsa,2016,-2.1545,11
UAlbany,2016,-18.8,1
UC Davis,2016,-0.4,2
UCF,2016,0.4727,11
UCLA,2016,4.95,12
UConn,2016,0.1,11
UL Monroe,2016,-2.1727,11
UNLV,2016,-3.8545,11
USC,2016,9.45,12
UT Martin,2016,-8.6,3
UTEP,2016,-8.0727,11
UTSA,2016,-5.1909,11
Utah,2016,5.1364,11
Utah State,2016,1.5091,11
VMI,2016,-5.6,1
Vanderbilt,2016,7.5,11
Villanova,2016,13.1,1
Virginia,2016,7.1364,11
Virginia Tech,2016,8.0167,12
Wagner,2016,-8.45,2
Wake Forest,2016,4.9273,11
Washington,2016,3.025,12
Washington State,2016,5.2545,11
Weber State,2016,-4.4,1
West Virginia,2016,7.1909,11
Western Carolina,2016,-6.5,2
Western Illinois,2016,-2.4,1
Western Kentucky,2016,-4.075,12
Western Michigan,2016,-4.8,12
William & Mary,2016,9.4,1
Wisconsin,2016,7.6308,13
Wofford,2016,12.4,1
Wyoming,2016,0.2,12
Youngstown State,2016,11.3,1
Abilene Christian,2017,-4.25,2
Air Force,2017,-1.6364,11
Akron,2017,-1.175,12
Alabama,2017,10.0636,11
Alabama A&M,2017,-5.7,2
Alabama State,2017,1.6,1
Alcorn State,2017,-10.4,1
App State,2017,-7.63,10
Arizona,2017,2.0182,11
Arizona State,2017,6.2333,12
Arkansas,2017,14.47,10
Arkansas State,2017,-9.8,9
Arkansas-Pine Bluff,2017,-8.05,2
Army,2017,-4.7182,11
Auburn,2017,12.9917,12
Austin Peay,2017,1.8333,3
BYU,2017,0.0917,12
Ball State,2017,-5.44,10
Baylor,2017,8.3364,11
Bethune-Cookman,2017,11.25,2
Boise State,2017,-3.0,13
Boston College,2017,8.5417,12
Bowling Green,2017,-2.5364,11
Buffalo,2017,-6.3636,11
Cal Poly,2017,-20.0,1
California,2017,7.9455,11
Central Arkansas,2017,10.9,1
Central Connecticut,2017,4.0,1
Central Michigan,2017,-4.3182,11
Charleston Southern,2017,13.1,2
Charlotte,2017,-4.82,10
Chattanooga,2017,21.1,1
Cincinnati,2017,-0.4364,11
Clemson,2017,10.575,12
Coastal Carolina,2017,-7.93,10
Colgate,2017,-11.2,1
Colorado,2017,3.3636,11
Colorado State,2017,-4.8455,11
Delaware,2017,14.3,1
Delaware State,2017,14.2,2
Duke,2017,8.1364,11
East Carolina,2017,1.9545,11
Eastern Illinois,2017,-1.4,1
Eastern Kentucky,2017,-1.1,2
Eastern Michigan,2017,-5.7167,12
Eastern Washington,2017,4.8,1
Elon,2017,6.6,1
Florida,2017,12.3,10
Florida A&M,2017,2.1,1
Florida Atlantic,2017,-5.6,12
Florida International,2017,-7.2273,11
Florida State,2017,11.9818,11
Fordham,2017,-5.3,1
Fresno State,2017,-1.2167,12
Furman,2017,12.9,1
Gardner-Webb,2017,-2.5,1
Georgia,2017,11.0333,12
Georgia Southern,2017,-1.91,10
Georgia State,2017,-7.9222,9
Georgia Tech,2017,11.37,10
Grambling,2017,-5.7,1
Hampton,2017,3.3,1
Hawai'i,2017,-5.7455,11
Holy Cross,2017,-19.2,1
Houston,2017,-2.7818,11
Houston Christian,2017,-23.5,1
Howard,2017,-17.35,2
Idaho,2017,-6.45,10
Idaho State,2017,-9.85,2
Illinois,2017,6.475,12
Incarnate Word,2017,-2.7,1
Indiana,2017,8.2273,11
Indiana State,2017,1.2,1
Iowa,2017,9.2083,12
Iowa State,2017,6.4909,11
Jackson State,2017,18.9,1
Jacksonville State,2017,8.9,1
James Madison,2017,-14.0,1
Kansas,2017,8.7455,11
Kansas State,2017,4.5727,11
Kent State,2017,-0.8182,11
Kentucky,2017,8.6909,11
LSU,2017,9.7091,11
Lamar,2017,-4.5,1
Liberty,2017,-1.4,1
Louisiana,2017,-6.4,11
Louisiana Tech,2017,-4.94,10
Louisville,2017,6.7818,11
Maine,2017,-9.7,1
Marshall,2017,-6.65,12
Maryland,2017,14.3727,11
Massachusetts,2017,-4.53,10
Memphis,2017,-2.3,11
Mercer,2017,29.1,2
Miami,2017,11.0,11
Miami (OH),2017,-7.2182,11
Michigan,2017,8.05,12
Michigan State,2017,8.875,12
Middle Tennessee,2017,-8.1818,11
Minnesota,2017,4.075,12
Mississippi State,2017,9.9273,11
Missouri,2017,4.5545,11
Missouri State,2017,11.1,1
Montana,2017,22.1,1
Montana State,2017,8.6,1
Morgan State,2017,-5.5,1
Murray State,2017,19.2,1
NC State,2017,11.0818,11
Navy,2017,1.1667,12
Nebraska,2017,8.9333,12
Nevada,2017,-2.1818,11
New Hampshire,2017,-15.8,1
New Mexico,2017,-2.4727,11
New Mexico State,2017,-9.1083,12
Nicholls,2017,9.4,1
North Carolina,2017,8.0545,11
North Carolina A&T,2017,-26.1,1
North Carolina Central,2017,6.1,1
North Dakota,2017,12.0,1
North Texas,2017,-6.1273,11
Northern Arizona,2017,3.7,1
Northern Colorado,2017,2.0,1
Northern Illinois,2017,-5.3818,11
Northern Iowa,2017,7.5,1
Northwestern,2017,4.4083,12
Northwestern State,2017,-5.5,1
Notre Dame,2017,10.125,12
Ohio,2017,-7.9273,11
Ohio State,2017,7.4615,13
Oklahoma,2017,5.9923,13
Oklahoma State,2017,4.2417,12
Old Dominion,2017,-5.9,11
Ole Miss,2017,7.3909,11
Oregon,2017,4.9545,11
Oregon State,2017,7.5909,11
Penn State,2017,5.2,12
Pittsburgh,2017,8.2,11
Portland State,2017,-10.0,2
Presbyterian,2017,10.5,1
Purdue,2017,8.4333,12
Rhode Island,2017,-8.6,1
Rice,2017,-4.2091,11
Rutgers,2017,10.3364,11
SE Louisiana,2017,-15.8,1
SMU,2017,0.2545,11
Sacramento State,2017,-12.4,1
Samford,2017,26.7,1
San Diego State,2017,-6.5636,11
San José State,2017,-2.1083,12
Savannah State,2017,3.8,1
South Alabama,2017,-4.7273,11
South Carolina,2017,8.8818,11
South Dakota,2017,-10.0,1
South Florida,2017,-6.11,10
Southeast Missouri State,2017,-14.8,1
Southern,2017,-2.95,2
Southern Illinois,2017,7.8,1
Southern Miss,2017,-10.31,10
Southern Utah,2017,9.1,1
Stanford,2017,6.2769,13
Stephen F. Austin,2017,-2.9,1
Stony Brook,2017,10.2,1
Syracuse,2017,11.5818,11
TCU,2017,7.7083,12
Temple,2017,-1.2,11
Tennessee,2017,9.9455,11
Tennessee State,2017,-14.0,1
Tennessee Tech,2017,-19.7,1
Texas,2017,5.7917,12
Texas A&M,2017,9.4182,11
Texas State,2017,-4.82,10
Texas Tech,2017,8.2364,11
The Citadel,2017,26.4,1
Toledo,2017,-7.4167,12
Towson,2017,-4.5,1
Troy,2017,-7.3,10
Tulane,2017,0.0727,11
Tulsa,2017,-0.4,12
UAB,2017,-10.75,10
UAlbany,2017,-16.8,1
UC Davis,2017,4.5,1
UCF,2017,-2.8909,11
UCLA,2017,6.675,12
UConn,2017,1.3727,11
UL Monroe,2017,-1.8636,11
UNLV,2017,-6.3545,11
USC,2017,6.0923,13
UT Martin,2017,11.6,1
UTEP,2017,-3.1636,11
UTSA,2017,-11.5778,9
Utah,2017,5.2455,11
Utah State,2017,-3.3818,11
VMI,2017,-11.0,1
Vanderbilt,2017,9.6182,11
Villanova,2017,0.5,1
Virginia,2017,7.3545,11
Virginia Tech,2017,4.4818,11
Wagner,2017,-2.4,1
Wake Forest,2017,11.4727,11
Washington,2017,2.8727,11
Washington State,2017,5.6091,11
Weber State,2017,-1.0,1
West Virginia,2017,7.4,11
Western Carolina,2017,-7.7,2
Western Kentucky,2017,-10.6364,11
Western Michigan,2017,-5.2818,11
William & Mary,2017,0.8,1
Wisconsin,2017,5.6077,13
Wofford,2017,7.8,1
Wyoming,2017,-5.5182,11
Youngstown State,2017,6.0,1
Abilene Christian,2018,2.0,1
Air Force,2018,-0.8727,11
Akron,2018,-3.6545,11
Alabama,2018,12.6083,12
Alabama A&M,2018,5.4,1
Alabama State,2018,2.95,2
Alcorn State,2018,-9.95,2
App State,2018,-7.6,11
Arizona,2018,4.1273,11
Arizona State,2018,4.05,12
Arkansas,2018,13.4273,11
Arkansas State,2018,-6.0,11
Arkansas-Pine Bluff,2018,-7.4,1
Army,2018,-3.31,10
Auburn,2018,13.9273,11
Austin Peay,2018,32.9,1
BYU,2018,3.3364,11
Ball State,2018,-4.0273,11
Baylor,2018,5.3727,11
Bethune-Cookman,2018,2.3,2
Boise State,2018,2.3846,13
Boston College,2018,4.7636,11
Bowling Green,2018,-5.0545,11
Buffalo,2018,-7.6667,12
California,2018,4.6727,11
Campbell,2018,-17.2,1
Central Arkansas,2018,-11.2,1
Central Connecticut,2018,-18.9,1
Central Michigan,2018,-5.4636,11
Charleston Southern,2018,23.0,1
Charlotte,2018,-4.1091,11
Chattanooga,2018,14.9,1
Cincinnati,2018,-3.5727,11
Clemson,2018,4.775,12
Coastal Carolina,2018,-4.0091,11
Colgate,2018,-1.5,1
Colorado,2018,4.4455,11
Colorado State,2018,1.4364,11
Delaware State,2018,-5.9,2
Drake,2018,7.9,1
Duke,2018,5.4455,11
Duquesne,2018,-13.25,2
East Carolina,2018,-0.1818,11
East Tennessee State,2018,5.5,1
Eastern Illinois,2018,4.5,1
Eastern Kentucky,2018,-10.5,2
Eastern Michigan,2018,-7.2818,11
Eastern Washington,2018,11.3,1
Elon,2018,-1.2,1
Florida,2018,13.33,10
Florida A&M,2018,2.6,1
Florida Atlantic,2018,-2.1909,11
Florida International,2018,-9.3273,11
Florida State,2018,9.1909,11
Fordham,2018,-18.5,1
Fresno State,2018,-0.7,12
Furman,2018,29.7,1
Gardner-Webb,2018,11.9,1
Georgia,2018,12.45,12
Georgia Southern,2018,-6.6818,11
Georgia State,2018,-2.7455,11
Georgia Tech,2018,5.3818,11
Grambling,2018,-6.9,1
Hawai'i,2018,-2.6167,12
Holy Cross,2018,2.4,1
Houston,2018,-4.4,11
Houston Christian,2018,-5.4,1
Howard,2018,-8.2,2
Idaho,2018,20.2,2
Idaho State,2018,-7.9,2
Illinois,2018,3.3636,11
Illinois State,2018,-10.3,1
Incarnate Word,2018,-3.7,2
Indiana,2018,6.1833,12
Indiana State,2018,-9.1,1
Iowa,2018,5.1364,11
Iowa State,2018,5.8455,11
Jackson State,2018,-5.0,1
James Madison,2018,9.4,1
Kansas,2018,5.0818,11
Kansas State,2018,7.2545,11
Kennesaw State,2018,-20.4,1
Kent State,2018,-3.3727,11
Kentucky,2018,10.6,11
LSU,2018,14.0273,11
Lafayette,2018,-1.5,1
Lamar,2018,8.7,1
Lehigh,2018,-10.2,1
Liberty,2018,-4.62,10
Louisiana,2018,-1.3083,12
Louisiana Tech,2018,-5.9545,11
Louisville,2018,8.6091,11
Maine,2018,-18.05,2
Marshall,2018,-6.8364,11
Maryland,2018,5.8167,12
Massachusetts,2018,-4.3,11
McNeese,2018,6.2,1
Memphis,2018,-4.4667,12
Mercer,2018,9.2,1
Miami,2018,3.5545,11
Miami (OH),2018,-6.6583,12
Michigan,2018,6.1917,12
Michigan State,2018,5.8667,12
Middle Tennessee,2018,-2.4583,12
Minnesota,2018,4.9917,12
Mississippi State,2018,12.8909,11
Missouri,2018,14.1273,11
Missouri State,2018,13.8,1
Monmouth,2018,-2.0,1
Morgan State,2018,-19.3,1
Murray State,2018,13.1,1
NC State,2018,0.5273,11
Navy,2018,1.9333,12
Nebraska,2018,8.6455,11
