name,draft_year,position,college,conference_tier,combine_forty,combine_speed_score,games_college,production_score,draft_round,draft_grade,nfl_success,experience_years,pro_bowls,seasons_started,career_av,height_in,weight_lb,vertical,bench,broad_in,cone,shuttle,age
Brannan Southerland,2009,FB,Georgia,1,4.69,47.69,,,8,3,0,0,0,0,0.0,72.0,242.0,38.0,28.0,120.0,7.4,4.4,
Kory Sperry,2009,TE,Colorado State,7,4.69,51.67,,,8,3,0,0,0,0,0.0,77.0,238.0,33.5,20.0,122.0,7.0,4.24,
C.J. Spillman,2009,S,Marshall,8,4.45,66.67,,,8,3,0,0,0,0,0.0,72.0,197.0,41.5,,122.0,7.05,4.33,
Tyrell Sutton,2009,RB,Northwestern,5,4.64,26.67,,,8,3,0,0,0,0,0.0,68.0,211.0,33.0,,114.0,6.94,4.32,
Sam Swank,2009,K,Wake Forest,4,4.95,7.69,,,8,3,0,0,0,0,0.0,72.0,193.0,,,,,,
Nate Swift,2009,WR,Nebraska,3,4.63,14.0,,,8,3,0,0,0,0,0.0,73.0,203.0,35.5,12.0,110.0,6.78,4.24,
Jose Valdez,2009,OT,Arkansas,3,5.16,51.76,,,8,3,0,0,0,0,0.0,76.0,315.0,29.5,15.0,100.0,7.93,4.93,
Brandon Walker,2009,OG,Notre Dame,2,5.09,61.33,,,8,3,0,0,0,0,0.0,75.0,306.0,34.0,26.0,109.0,,5.07,
Derek Walker,2009,DE,Illinois,4,4.98,18.46,,,8,3,0,0,0,0,0.0,76.0,268.0,37.5,24.0,115.0,7.31,4.41,
Jason Watkins,2009,OT,Florida,2,5.51,10.59,,,8,3,0,0,0,0,0.0,78.0,318.0,24.5,18.0,90.0,7.89,5.03,
Otis Wiley,2009,S,Michigan State,3,4.64,24.44,,,8,3,0,0,0,0,0.0,73.0,213.0,,,,,,
Jaison Williams,2009,WR,Oregon,2,4.47,46.0,,,8,3,0,0,0,0,0.0,76.0,237.0,35.5,14.0,118.0,7.37,4.56,
Worrell Williams,2009,ILB,California,4,4.75,38.46,,,8,3,0,0,0,0,0.0,71.0,240.0,35.0,23.0,111.0,,,
Edwin Williams,2009,C,Maryland,4,5.4,26.67,,,8,3,0,0,0,0,0.0,74.0,308.0,28.5,22.0,99.0,8.15,4.98,
Drew Willy,2009,QB,Buffalo,8,4.9,25.0,,,8,3,0,0,0,0,0.0,75.0,215.0,30.5,,109.0,7.18,4.45,
John Parker Wilson,2009,QB,Alabama,1,4.75,43.75,,,8,3,0,0,0,0,0.0,73.0,219.0,29.5,,105.0,7.53,4.59,
Morris Wooten,2009,ILB,Arizona State,3,5.0,0.0,,,8,3,0,0,0,0,0.0,72.0,231.0,,15.0,117.0,,,
Jahi Word-Daniels,2009,CB,Georgia Tech,3,4.59,13.33,,,8,3,0,0,0,0,0.0,72.0,197.0,35.5,24.0,122.0,,,
Seyi Ajirotutu,2010,WR,Fresno State,7,4.6,20.0,,,8,3,0,0,0,0,0.0,75.0,204.0,36.0,14.0,115.0,7.22,4.39,
Rahim Alem,2010,DE,LSU,1,4.75,53.85,,,8,3,0,0,0,0,0.0,75.0,251.0,30.5,,106.0,7.54,4.8,
Charles Alexander,2010,DT,LSU,1,5.4,0.0,,,8,3,0,0,0,0,0.0,76.0,300.0,,,,,,
Danario Alexander,2010,WR,Missouri,4,4.62,16.0,,,8,3,0,0,0,0,0.0,77.0,215.0,,,,,,
Jonathon Amaya,2010,S,Nevada,7,4.43,71.11,,,8,3,0,0,0,0,0.0,73.0,203.0,28.0,8.0,118.0,,,
Lucien Antoine,2010,S,Oklahoma State,3,4.62,28.89,,,8,3,0,0,0,0,0.0,72.0,215.0,32.0,28.0,120.0,7.38,4.47,
Alric Arnett,2010,WR,West Virginia,4,4.52,36.0,,,8,3,0,0,0,0,0.0,74.0,188.0,40.0,,122.0,7.03,4.43,
Brandon Banks,2010,WR,Kansas State,4,4.37,66.0,,,8,3,0,0,0,0,0.0,67.0,149.0,31.0,,113.0,6.88,4.29,
Kevin Basped,2010,DE,Nevada,7,4.75,53.85,,,8,3,0,0,0,0,0.0,76.0,258.0,29.0,26.0,104.0,7.54,4.88,
Jason Beauchamp,2010,ILB,UNLV,10,4.89,16.92,,,8,3,0,0,0,0,0.0,75.0,244.0,39.5,21.0,120.0,7.1,,
Chris Bell,2010,WR,Norfolk State,10,4.5,40.0,,,8,3,0,0,0,0,0.0,74.0,211.0,35.0,15.0,117.0,6.76,4.35,
Joique Bell,2010,RB,Wayne State (MI),10,4.68,20.0,,,8,3,0,0,0,0,0.0,71.0,220.0,36.5,,120.0,6.84,4.17,
Ciron Black,2010,OG,LSU,1,5.53,2.67,,,8,3,0,0,0,0,0.0,76.0,327.0,25.5,23.0,91.0,8.52,5.13,
LeGarrette Blount,2010,RB,Oregon,2,4.7,16.67,,,8,3,0,0,0,0,0.0,72.0,241.0,35.0,18.0,117.0,6.85,4.49,
Nyan Boateng,2010,WR,California,4,4.66,8.0,,,8,3,0,0,0,0,0.0,73.0,204.0,36.0,14.0,112.0,7.35,4.69,
Kyle Bosworth,2010,OLB,UCLA,5,4.69,47.69,,,8,3,0,0,0,0,0.0,73.0,236.0,32.5,25.0,117.0,6.67,4.11,
Dorian Brooks,2010,OG,James Madison,8,5.15,53.33,,,8,3,0,0,0,0,0.0,74.0,306.0,23.0,26.0,100.0,7.73,4.66,
Chris Brown,2010,RB,Oklahoma,2,4.55,41.67,,,8,3,0,0,0,0,0.0,70.0,210.0,36.0,17.0,115.0,,,
Cornelius Brown,2010,CB,UTEP,6,4.59,13.33,,,8,3,0,0,0,0,0.0,71.0,198.0,31.5,11.0,118.0,6.87,4.24,
Jarrett Brown,2010,QB,West Virginia,4,4.5,75.0,,,8,3,0,0,0,0,0.0,75.0,224.0,34.5,,114.0,7.24,4.39,
Jeff Byers,2010,C,USC,2,5.04,74.67,,,8,3,0,0,0,0,0.0,75.0,301.0,,33.0,,,,
Lee Campbell,2010,ILB,Minnesota,4,4.88,18.46,,,8,3,0,0,0,0,0.0,74.0,247.0,34.0,17.0,108.0,7.27,4.4,
Brandon Carter,2010,OG,Texas Tech,4,5.34,28.0,,,8,3,0,0,0,0,0.0,78.0,329.0,24.5,22.0,102.0,7.82,4.94,
Chris Chancellor,2010,CB,Clemson,1,4.49,35.56,,,8,3,0,0,0,0,0.0,69.0,177.0,34.0,14.0,115.0,6.85,4.07,
Barry Church,2010,S,Toledo,8,4.69,13.33,,,8,3,0,0,0,0,0.0,73.0,222.0,36.0,19.0,121.0,6.65,4.17,
Daryll Clark,2010,QB,Penn State,2,4.72,47.5,,,8,3,0,0,0,0,0.0,74.0,235.0,,21.0,,,,
Justin Cole,2010,OLB,San Jose State,7,4.76,36.92,,,8,3,0,0,0,0,0.0,75.0,242.0,34.5,22.0,117.0,7.13,4.42,
Harry Coleman,2010,S,LSU,1,4.56,42.22,,,8,3,0,0,0,0,0.0,73.0,211.0,33.0,13.0,115.0,7.24,4.42,
Antonio Coleman,2010,OLB,Auburn,2,4.76,36.92,,,8,3,0,0,0,0,0.0,73.0,255.0,,18.0,113.0,,,
Andre Dixon,2010,RB,Connecticut,6,4.56,40.0,,,8,3,0,0,0,0,0.0,73.0,205.0,40.0,,117.0,6.99,4.19,
Junior Galette,2010,OLB,Temple,6,4.77,35.38,,,8,3,0,0,0,0,0.0,74.0,257.0,33.5,25.0,113.0,7.04,4.16,
Riar Geer,2010,FB,Colorado,3,5.0,0.0,,,8,3,0,0,0,0,0.0,75.0,256.0,33.0,13.0,106.0,7.13,4.29,
Marshay Green,2010,CB,Ole Miss,3,4.52,28.89,,,8,3,0,0,0,0,0.0,69.0,180.0,35.5,,124.0,6.66,4.11,
Kurtis Gregory,2010,OG,Missouri,4,5.31,32.0,,,8,3,0,0,0,0,0.0,76.0,305.0,25.5,26.0,91.0,7.62,4.93,
Clint Gresham,2010,LS,TCU,3,5.08,0.0,,,8,3,0,0,0,0,0.0,75.0,236.0,,,,,,
Max Hall,2010,QB,BYU,5,4.84,32.5,,,8,3,0,0,0,0,0.0,73.0,209.0,32.0,,102.0,7.07,4.35,
Chris Hawkins,2010,CB,LSU,1,4.43,48.89,,,8,3,0,0,0,0,0.0,72.0,187.0,35.0,16.0,118.0,6.91,4.46,
Tim Hiller,2010,QB,Western Michigan,8,4.97,16.25,,,8,3,0,0,0,0,0.0,76.0,229.0,32.5,18.0,118.0,7.1,4.54,
Shay Hodge,2010,WR,Ole Miss,3,4.62,16.0,,,8,3,0,0,0,0,0.0,73.0,209.0,33.5,11.0,117.0,6.9,4.32,
Carl Ihenacho,2010,OLB,San Jose State,7,4.86,21.54,,,8,3,0,0,0,0,0.0,74.0,255.0,,20.0,,,,
Brian Jackson,2010,CB,Oklahoma,2,4.65,0.0,,,8,3,0,0,0,0,0.0,73.0,202.0,35.5,20.0,120.0,6.76,4.22,
Rashawn Jackson,2010,FB,Virginia,4,4.75,38.46,,,8,3,0,0,0,0,0.0,73.0,239.0,34.5,,117.0,,,
Brandon James,2010,RB,Florida,2,4.47,55.0,,,8,3,0,0,0,0,0.0,66.0,176.0,,14.0,,,,
Javarris James,2010,RB,Miami (FL),2,4.58,36.67,,,8,3,0,0,0,0,0.0,72.0,212.0,36.0,21.0,115.0,,,
A.J. Jefferson,2010,CB,Fresno State,7,4.42,51.11,,,8,3,0,0,0,0,0.0,72.0,193.0,44.0,7.0,126.0,6.72,4.0,
Micah Johnson,2010,ILB,Kentucky,4,4.99,1.54,,,8,3,0,0,0,0,0.0,73.0,258.0,29.0,31.0,,,,
Stafon Johnson,2010,RB,USC,2,4.62,30.0,,,8,3,0,0,0,0,0.0,71.0,214.0,35.5,13.0,118.0,,,
Kyle Jolly,2010,OT,North Carolina,3,5.36,28.24,,,8,3,0,0,0,0,0.0,78.0,311.0,21.5,20.0,89.0,7.89,4.87,
Donald Jones,2010,WR,Youngstown State,10,4.46,48.0,,,8,3,0,0,0,0,0.0,72.0,214.0,41.0,20.0,119.0,6.9,4.2,
Kevin Jurovich,2010,WR,San Jose State,7,4.45,50.0,,,8,3,0,0,0,0,0.0,71.0,188.0,,14.0,,,,
Matt Kopa,2010,OT,Stanford,3,5.14,54.12,,,8,3,0,0,0,0,0.0,78.0,300.0,,,,,,
Keaton Kristick,2010,OLB,Oregon State,4,4.7,46.15,,,8,3,0,0,0,0,0.0,75.0,234.0,34.0,16.0,120.0,6.96,4.21,
Brandon Lang,2010,DE,Troy,8,5.0,15.38,,,8,3,0,0,0,0,0.0,76.0,266.0,28.5,20.0,104.0,,4.68,
Simoni Lawrence,2010,OLB,Minnesota,4,4.59,63.08,,,8,3,0,0,0,0,0.0,72.0,232.0,40.0,21.0,123.0,7.3,4.43,
Boris Lee,2010,ILB,Troy,8,4.94,9.23,,,8,3,0,0,0,0,0.0,72.0,238.0,32.5,27.0,112.0,,,
Thaddeus Lewis,2010,QB,Duke,4,4.84,32.5,,,8,3,0,0,0,0,0.0,72.0,215.0,28.0,,107.0,,,
Scott Long,2010,WR,Louisville,4,4.46,48.0,,,8,3,0,0,0,0,0.0,74.0,216.0,41.5,20.0,123.0,6.45,4.09,
Robert Malone,2010,P,Fresno State,7,4.84,24.62,,,8,3,0,0,0,0,0.0,74.0,235.0,,19.0,,,,
Darius Marshall,2010,RB,Marshall,8,4.59,35.0,,,8,3,0,0,0,0,0.0,69.0,190.0,35.5,14.0,109.0,,4.39,
Jeron Mastrud,2010,TE,Kansas State,4,4.82,30.0,,,8,3,0,0,0,0,0.0,77.0,256.0,,,,,,
Sam Maxwell,2010,OLB,Kentucky,4,4.98,3.08,,,8,3,0,0,0,0,0.0,74.0,246.0,33.0,,108.0,7.37,4.52,
Kyle McCarthy,2010,S,Notre Dame,2,4.58,37.78,,,8,3,0,0,0,0,0.0,72.0,205.0,34.0,24.0,117.0,6.74,4.13,
Albert McClellan,2010,ILB,Marshall,8,4.75,38.46,,,8,3,0,0,0,0,0.0,73.0,247.0,36.5,26.0,119.0,7.24,4.21,
Chris McGaha,2010,WR,Arizona State,3,4.52,36.0,,,8,3,0,0,0,0,0.0,73.0,201.0,40.0,19.0,122.0,,4.21,
Mike McLaughlin,2010,ILB,Boston College,4,4.84,24.62,,,8,3,0,0,0,0,0.0,72.0,242.0,38.5,29.0,114.0,6.85,4.11,
Shawnbrey McNeal,2010,RB,SMU,6,4.53,45.0,,,8,3,0,0,0,0,0.0,69.0,194.0,36.0,14.0,117.0,,,
Greg Middleton,2010,DE,Indiana,4,4.96,21.54,,,8,3,0,0,0,0,0.0,75.0,268.0,38.0,,116.0,7.65,4.69,
Lonyae Miller,2010,RB,Fresno State,7,4.43,61.67,,,8,3,0,0,0,0,0.0,71.0,221.0,36.5,26.0,120.0,7.2,4.54,
Brandon Minor,2010,RB,Michigan,1,4.59,35.0,,,8,3,0,0,0,0,0.0,72.0,214.0,,,,,,
Aleric Mullins,2010,DT,North Carolina,3,4.95,50.0,,,8,3,0,0,0,0,0.0,73.0,321.0,,,,,,
Vince Oghobaase,2010,DT,Duke,4,5.46,0.0,,,8,3,0,0,0,0,0.0,77.0,303.0,26.0,27.0,90.0,7.84,,
Preston Parker,2010,WR,Florida State,2,4.59,22.0,,,8,3,0,0,0,0,0.0,71.0,199.0,35.0,16.0,117.0,,4.16,
Alex Parsons,2010,OG,USC,2,5.12,57.33,,,8,3,0,0,0,0,0.0,76.0,309.0,27.0,23.0,99.0,,,
Pat Paschall,2010,RB,North Dakota State,9,4.65,25.0,,,8,3,0,0,0,0,0.0,72.0,209.0,38.5,15.0,118.0,7.02,4.33,
Colin Peek,2010,TE,Alabama,1,4.93,11.67,,,8,3,0,0,0,0,0.0,77.0,254.0,,19.0,,,,
Cole Pemberton,2010,OT,Colorado State,7,5.37,27.06,,,8,3,0,0,0,0,0.0,79.0,315.0,22.5,18.0,96.0,7.65,4.77,
David Pender,2010,CB,Purdue,4,4.37,62.22,,,8,3,0,0,0,0,0.0,72.0,180.0,39.0,8.0,124.0,,,
Jared Perry,2010,WR,Missouri,4,4.51,38.0,,,8,3,0,0,0,0,0.0,73.0,178.0,33.5,11.0,121.0,6.75,4.39,
Aaron Pettrey,2010,K,Ohio State,1,4.94,9.23,,,8,3,0,0,0,0,0.0,73.0,202.0,,,,,,
Josh Pinkard,2010,S,USC,2,4.58,37.78,,,8,3,0,0,0,0,0.0,73.0,214.0,,,,,,
Nick Polk,2010,S,Indiana,4,4.55,44.44,,,8,3,0,0,0,0,0.0,71.0,211.0,38.0,14.0,121.0,,,
Scott Ravanesi,2010,P,Southern Illinois,10,4.85,23.08,,,8,3,0,0,0,0,0.0,72.0,191.0,,,,,,
Dace Richardson,2010,OG,Iowa,3,5.76,0.0,,,8,3,0,0,0,0,0.0,77.0,320.0,23.5,19.0,87.0,8.58,5.38,
Dennis Rogan,2010,S,Tennessee,2,4.73,4.44,,,8,3,0,0,0,0,0.0,69.0,185.0,38.0,,118.0,,4.1,
Devin Ross,2010,CB,Arizona,4,4.64,2.22,,,8,3,0,0,0,0,0.0,70.0,183.0,40.0,16.0,119.0,7.07,,
Jay Ross,2010,DT,East Carolina,6,5.1,31.25,,,8,3,0,0,0,0,0.0,75.0,313.0,32.0,30.0,100.0,7.83,4.64,
Malcolm Sheppard,2010,DT,Arkansas,3,5.11,30.0,,,8,3,0,0,0,0,0.0,74.0,285.0,28.0,19.0,100.0,7.81,4.78,
Riley Skinner,2010,QB,Wake Forest,4,5.05,6.25,,,8,3,0,0,0,0,0.0,72.0,214.0,30.0,,101.0,7.04,4.29,
Jevan Snead,2010,QB,Ole Miss,3,5.04,7.5,,,8,3,0,0,0,0,0.0,75.0,219.0,33.0,,106.0,7.08,4.33,
Darian Stewart,2010,S,South Carolina,3,4.53,48.89,,,8,3,0,0,0,0,0.0,71.0,213.0,37.0,12.0,122.0,,4.32,
Brett Swenson,2010,K,Michigan State,3,,,,,8,3,0,0,0,0,0.0,68.0,178.0,,12.0,,,,
Mike Tepper,2010,OG,California,4,5.31,32.0,,,8,3,0,0,0,0,0.0,77.0,324.0,26.5,28.0,94.0,7.95,5.25,
Leigh Tiffin,2010,K,Alabama,1,,,,,8,3,0,0,0,0,0.0,73.0,209.0,,,,,,
Manase Tonga,2010,FB,BYU,5,4.84,24.62,,,8,3,0,0,0,0,0.0,71.0,245.0,32.0,19.0,105.0,7.44,4.69,
Keith Toston,2010,RB,Oklahoma State,3,4.66,23.33,,,8,3,0,0,0,0,0.0,72.0,213.0,32.0,22.0,110.0,,4.67,
Verran Tucker,2010,WR,California,4,4.65,10.0,,,8,3,0,0,0,0,0.0,74.0,200.0,,,,,,
Adam Ulatoski,2010,OG,Texas,2,5.52,4.0,,,8,3,0,0,0,0,0.0,77.0,300.0,26.0,24.0,94.0,7.98,4.99,
Stephan Virgil,2010,CB,Virginia Tech,3,4.69,0.0,,,8,3,0,0,0,0,0.0,71.0,183.0,34.0,12.0,113.0,7.11,4.35,
Donovan Warren,2010,S,Michigan,1,4.62,28.89,,,8,3,0,0,0,0,0.0,71.0,193.0,,12.0,113.0,,,
Lorenzo Washington,2010,DT,Alabama,1,5.21,17.5,,,8,3,0,0,0,0,0.0,76.0,291.0,30.0,25.0,107.0,7.4,4.68,
Tony Washington,2010,OT,Appalachian State,8,5.25,41.18,,,8,3,0,0,0,0,0.0,78.0,311.0,29.5,33.0,114.0,7.52,4.84,
Chastin West,2010,WR,Fresno State,7,4.59,22.0,,,8,3,0,0,0,0,0.0,72.0,212.0,33.5,15.0,113.0,,,
Blair White,2010,WR,Michigan State,3,4.49,42.0,,,8,3,0,0,0,0,0.0,74.0,209.0,33.5,18.0,115.0,6.69,4.03,
Jeremy Williams,2010,WR,Tulane,6,4.59,22.0,,,8,3,0,0,0,0,0.0,72.0,206.0,36.0,14.0,117.0,6.73,,
Keiland Williams,2010,RB,LSU,1,4.52,46.67,,,8,3,0,0,0,0,0.0,71.0,233.0,,,,,,
Stephen Williams,2010,WR,Toledo,8,4.5,40.0,,,8,3,0,0,0,0,0.0,76.0,210.0,36.5,15.0,125.0,6.81,4.11,
Kion Wilson,2010,ILB,South Florida,6,4.87,20.0,,,8,3,0,0,0,0,0.0,72.0,239.0,36.5,27.0,123.0,,4.53,
Lindsey Witten,2010,DE,Connecticut,6,4.7,61.54,,,8,3,0,0,0,0,0.0,76.0,250.0,36.5,23.0,115.0,7.32,4.62,
Ryan Wolfe,2010,WR,UNLV,10,4.65,10.0,,,8,3,0,0,0,0,0.0,73.0,205.0,,13.0,,,,
Justin Woodall,2010,S,Alabama,1,4.64,24.44,,,8,3,0,0,0,0,0.0,73.0,223.0,34.0,13.0,118.0,6.88,4.17,
Darvin Adams,2011,WR,Auburn,2,4.56,28.0,,,8,3,0,0,0,0,0.0,74.0,190.0,,,,,,
Danny Aiken,2011,LS,Virginia,4,5.0,0.0,,,8,3,0,0,0,0,0.0,76.0,244.0,,11.0,,,,
Ladi Ajiboye,2011,DT,South Carolina,3,5.3,6.25,,,8,3,0,0,0,0,0.0,73.0,297.0,24.0,23.0,91.0,7.72,4.71,
Armando Allen,2011,RB,Notre Dame,2,4.59,35.0,,,8,3,0,0,0,0,0.0,68.0,199.0,,23.0,,,,
Pierre Allen,2011,DE,Nebraska,3,4.78,49.23,,,8,3,0,0,0,0,0.0,75.0,273.0,,,,,,
Matt Asiata,2011,RB,Utah,3,4.77,5.0,,,8,3,0,0,0,0,0.0,71.0,229.0,30.0,22.0,104.0,7.09,4.37,
Dan Bailey,2011,K,Oklahoma State,3,4.92,12.31,,,8,3,0,0,0,0,0.0,72.0,193.0,,,,,,
Brandon Bair,2011,DE,Oregon,2,4.92,27.69,,,8,3,0,0,0,0,0.0,78.0,276.0,28.0,26.0,114.0,7.07,4.37,
Ryan Bartholomew,2011,C,Syracuse,4,4.93,89.33,,,8,3,0,0,0,0,0.0,73.0,302.0,26.5,34.0,92.0,7.62,4.62,
Nick Bellore,2011,ILB,Central Michigan,8,4.84,24.62,,,8,3,0,0,0,0,0.0,73.0,245.0,32.5,23.0,109.0,6.98,4.0,
Damien Berry,2011,RB,Miami (FL),2,4.58,36.67,,,8,3,0,0,0,0,0.0,70.0,211.0,33.5,23.0,120.0,7.0,4.12,
Armon Binns,2011,WR,Cincinnati,4,4.5,40.0,,,8,3,0,0,0,0,0.0,75.0,209.0,31.5,13.0,118.0,6.86,4.31,
Justin Boren,2011,OG,Ohio State,1,5.4,20.0,,,8,3,0,0,0,0,0.0,75.0,309.0,,28.0,,7.57,4.75,
Niles Brinkley,2011,CB,Wisconsin,3,4.54,24.44,,,8,3,0,0,0,0,0.0,69.0,193.0,33.5,15.0,120.0,7.23,,
DeAndre Brown,2011,WR,Southern Miss,10,4.59,22.0,,,8,3,0,0,0,0,0.0,78.0,233.0,29.0,20.0,117.0,6.93,4.33,
Kendric Burney,2011,CB,North Carolina,3,4.71,0.0,,,8,3,0,0,0,0,0.0,69.0,186.0,32.5,14.0,112.0,,,
Mario Butler,2011,CB,Georgia Tech,3,4.65,0.0,,,8,3,0,0,0,0,0.0,72.0,182.0,30.5,,120.0,7.09,4.37,
Jeff Van Camp,2011,QB,Florida Atlantic,2,4.83,33.75,,,8,3,0,0,0,0,0.0,77.0,218.0,31.0,,114.0,6.87,4.16,
Ugo Chinasa,2011,DE,Oklahoma State,3,4.63,72.31,,,8,3,0,0,0,0,0.0,77.0,264.0,28.0,22.0,117.0,7.07,4.39,
Garrett Chisolm,2011,OG,South Carolina,3,5.36,25.33,,,8,3,0,0,0,0,0.0,77.0,312.0,,,,,,
John Clay,2011,RB,Wisconsin,3,4.83,0.0,,,8,3,0,0,0,0,0.0,72.0,230.0,29.0,,111.0,,,
Ryan Colburn,2011,QB,Fresno State,7,5.12,0.0,,,8,3,0,0,0,0,0.0,75.0,233.0,,,,6.84,4.28,
Graig Cooper,2011,RB,Miami (FL),2,4.6,33.33,,,8,3,0,0,0,0,0.0,70.0,205.0,,18.0,114.0,6.66,4.03,
Vance Cuff,2011,CB,Georgia,1,4.53,26.67,,,8,3,0,0,0,0,0.0,70.0,178.0,36.0,,120.0,6.91,4.09,
Wayne Daniels,2011,OLB,TCU,3,5.03,0.0,,,8,3,0,0,0,0,0.0,72.0,260.0,25.0,,106.0,7.81,4.68,
Josh Davis,2011,OT,Georgia,1,5.5,11.76,,,8,3,0,0,0,0,0.0,79.0,313.0,24.0,,91.0,7.98,5.07,
Mark Dell,2011,WR,Michigan State,3,4.54,32.0,,,8,3,0,0,0,0,0.0,72.0,193.0,,14.0,,,,
Noel Devine,2011,RB,West Virginia,4,4.43,61.67,,,8,3,0,0,0,0,0.0,67.0,179.0,,24.0,,,,
Pat Devlin,2011,QB,Pittsburgh,3,4.81,36.25,,,8,3,0,0,0,0,0.0,75.0,225.0,33.0,,116.0,7.08,4.32,
Demarcus Dobbs,2011,DE,Georgia,1,4.87,35.38,,,8,3,0,0,0,0,0.0,74.0,281.0,31.0,,107.0,7.22,4.37,
Ray Dominguez,2011,OG,Arkansas,3,5.45,13.33,,,8,3,0,0,0,0,0.0,76.0,334.0,27.5,21.0,90.0,7.74,4.9,
Ryan Donahue,2011,P,Iowa,3,4.9,15.38,,,8,3,0,0,0,0,0.0,74.0,193.0,,,,,,
Shaun Draughn,2011,RB,North Carolina,3,4.73,11.67,,,8,3,0,0,0,0,0.0,71.0,213.0,34.0,21.0,118.0,7.15,4.2,
Darren Evans,2011,RB,Virginia Tech,3,4.56,40.0,,,8,3,0,0,0,0,0.0,72.0,227.0,35.0,26.0,111.0,6.96,4.46,
Mario Fannin,2011,RB,Auburn,2,4.37,71.67,,,8,3,0,0,0,0,0.0,70.0,231.0,37.5,21.0,115.0,6.99,4.21,
Kai Forbath,2011,K,UCLA,5,4.78,33.85,,,8,3,0,0,0,0,0.0,71.0,197.0,,,,,,
Reid Forrest,2011,P,Washington State,4,4.69,47.69,,,8,3,0,0,0,0,0.0,72.0,189.0,,,,,,
Charlie Gantt,2011,TE,Michigan State,3,4.85,25.0,,,8,3,0,0,0,0,0.0,76.0,252.0,30.5,27.0,112.0,7.15,4.4,
Cameron Graham,2011,TE,Louisville,4,5.0,0.0,,,8,3,0,0,0,0,0.0,75.0,244.0,31.0,18.0,105.0,7.19,4.51,
Adam Grant,2011,OT,Arizona,4,5.54,7.06,,,8,3,0,0,0,0,0.0,78.0,325.0,26.5,25.0,99.0,8.25,5.0,
John Graves,2011,DT,Virginia Tech,3,5.09,32.5,,,8,3,0,0,0,0,0.0,75.0,286.0,28.5,29.0,114.0,7.49,4.49,
Tori Gurley,2011,WR,South Carolina,3,4.53,34.0,,,8,3,0,0,0,0,0.0,76.0,216.0,33.5,15.0,118.0,7.05,4.25,
Jamel Hamler,2011,WR,Fresno State,7,4.59,22.0,,,8,3,0,0,0,0,0.0,73.0,193.0,32.0,4.0,112.0,7.16,4.18,
Chas Henry,2011,P,Florida,2,4.85,23.08,,,8,3,0,0,0,0,0.0,75.0,219.0,,,,,,
Ricky Henry,2011,OG,Nebraska,3,5.68,0.0,,,8,3,0,0,0,0,0.0,75.0,308.0,24.0,20.0,90.0,7.98,4.68,
Mark Herzlich,2011,OLB,Boston College,4,4.91,13.85,,,8,3,0,0,0,0,0.0,76.0,244.0,32.5,29.0,112.0,7.32,4.46,
Will Hill,2011,S,Florida,2,4.64,24.44,,,8,3,0,0,0,0,0.0,73.0,202.0,31.0,,123.0,,4.19,
Kyle Hix,2011,OT,Texas,2,5.44,18.82,,,8,3,0,0,0,0,0.0,79.0,319.0,32.0,24.0,104.0,7.77,4.78,
Andre Holmes,2011,WR,Hillsdale,10,4.51,38.0,,,8,3,0,0,0,0,0.0,76.0,210.0,35.0,11.0,130.0,6.69,4.31,
Kevin Hughes,2011,OT,SE Louisiana,10,5.31,34.12,,,8,3,0,0,0,0,0.0,76.0,302.0,29.5,22.0,95.0,8.29,4.97,
Jeremiha Hunter,2011,OLB,Iowa,3,4.77,35.38,,,8,3,0,0,0,0,0.0,72.0,239.0,31.5,20.0,116.0,,,
Zach Hurd,2011,OG,Connecticut,6,5.28,36.0,,,8,3,0,0,0,0,0.0,79.0,316.0,28.0,,101.0,7.73,4.77,
Henry Hynoski,2011,FB,Pittsburgh,3,5.06,0.0,,,8,3,0,0,0,0,0.0,72.0,257.0,30.5,24.0,111.0,,,
Josh Jasper,2011,K,LSU,1,5.06,0.0,,,8,3,0,0,0,0,0.0,70.0,174.0,,,,,,
Lestar Jean,2011,WR,Florida Atlantic,2,4.61,18.0,,,8,3,0,0,0,0,0.0,75.0,215.0,37.5,14.0,113.0,7.45,4.43,
Carl Johnson,2011,OG,Florida,2,5.4,20.0,,,8,3,0,0,0,0,0.0,77.0,361.0,25.5,25.0,96.0,,5.03,
Jeron Johnson,2011,S,Boise State,7,4.51,53.33,,,8,3,0,0,0,0,0.0,70.0,212.0,,23.0,,,,
Jerrod Johnson,2011,QB,Texas A&M,2,4.75,43.75,,,8,3,0,0,0,0,0.0,77.0,251.0,29.0,,119.0,7.28,4.31,
Elijah Joseph,2011,ILB,Temple,6,4.8,30.77,,,8,3,0,0,0,0,0.0,73.0,243.0,,,,,,
Jarriel King,2011,OT,South Carolina,3,5.03,67.06,,,8,3,0,0,0,0,0.0,77.0,317.0,30.0,23.0,114.0,7.6,4.77,
Rich Lapham,2011,OT,Boston College,4,5.34,30.59,,,8,3,0,0,0,0,0.0,80.0,315.0,,,,,,
Joe Lefeged,2011,S,Rutgers,4,4.42,73.33,,,8,3,0,0,0,0,0.0,72.0,210.0,36.5,18.0,122.0,6.82,4.13,
Orie Lemon,2011,ILB,Oklahoma State,3,4.87,20.0,,,8,3,0,0,0,0,0.0,73.0,242.0,30.0,27.0,113.0,7.45,4.4,
Alex Linnenkohl,2011,C,Oregon State,4,5.36,32.0,,,8,3,0,0,0,0,0.0,74.0,304.0,26.5,24.0,89.0,7.67,4.62,
